estado,sigla,regiao,cidade,populacao,pib,pib_percapita
ACRE,AC,NORTE,Marechal Thaumaturgo,14275.0,109181.8671875,7648.47021484
ACRE,AC,NORTE,Senador Guiomard,19697.0,217153.859375,11024.71972656
ACRE,AC,NORTE,Assis Brasil,5662.0,48347.30078125,8538.91015625
ACRE,AC,NORTE,Epitaciolândia,14224.0,129641.09375,9114.25
ACRE,AC,NORTE,Manoel Urbano,7505.0,61478.73046875,8191.70019531
ACRE,AC,NORTE,Tarauacá,33883.0,258505.0625,7629.33984375
ACRE,AC,NORTE,Mâncio Lima,14774.0,103294.7421875,6991.66015625
ACRE,AC,NORTE,Plácido de Castro,18235.0,204410.5625,11209.79003906
ALAGOAS,AL,NORDESTE,Dois Riachos,11200.0,35078.25390625,3131.98999023
ALAGOAS,AL,NORDESTE,Belém,5083.0,19550.015625,3846.15991211
ALAGOAS,AL,NORDESTE,Santana do Mundaú,12039.0,52134.53515625,4330.47021484
ALAGOAS,AL,NORDESTE,Campo Alegre,47209.0,182361.03125,3862.84008789
ALAGOAS,AL,NORDESTE,Passo de Camaragibe,14261.0,59784.6875,4192.18017578
ALAGOAS,AL,NORDESTE,Marechal Deodoro,47623.0,620477.5,13028.95019531
ALAGOAS,AL,NORDESTE,São Miguel dos Milagres,7601.0,29789.48828125,3919.14990234
ALAGOAS,AL,NORDESTE,Olho D'Água do Casado,8517.0,27759.3671875,3259.29003906
ALAGOAS,AL,NORDESTE,Paulo Jacinto,7772.0,24402.88085938,3139.85009766
ALAGOAS,AL,NORDESTE,Pilar,32655.0,174139.0625,5332.68994141
ALAGOAS,AL,NORDESTE,Cacimbinhas,10182.0,39280.7421875,3857.86010742
ALAGOAS,AL,NORDESTE,Jacuípe,7045.0,29361.71679688,4167.74023438
ALAGOAS,AL,NORDESTE,Minador do Negrão,5292.0,22713.8515625,4292.10986328
ALAGOAS,AL,NORDESTE,Anadia,17740.0,72170.7265625,4068.25
ALAGOAS,AL,NORDESTE,Senador Rui Palmeira,13110.0,35231.92578125,2687.40991211
ALAGOAS,AL,NORDESTE,Pariconha,10539.0,32510.77148438,3084.81005859
ALAGOAS,AL,NORDESTE,Mata Grande,25309.0,70679.9765625,2792.67993164
ALAGOAS,AL,NORDESTE,Messias,15899.0,62115.51171875,3906.87988281
ALAGOAS,AL,NORDESTE,Taquarana,18848.0,67490.1875,3580.76000977
ALAGOAS,AL,NORDESTE,Teotônio Vilela,41935.0,186967.0625,4458.5
ALAGOAS,AL,NORDESTE,Canapi,18397.0,53345.25390625,2899.66992188
ALAGOAS,AL,NORDESTE,Olho D'Água Grande,4963.0,16447.203125,3313.95996094
ALAGOAS,AL,NORDESTE,Branquinha,12215.0,42036.96875,3441.41992188
ALAGOAS,AL,NORDESTE,Major Isidoro,19530.0,73942.796875,3786.11010742
ALAGOAS,AL,NORDESTE,Colônia Leopoldina,20181.0,106579.515625,5281.18017578
ALAGOAS,AL,NORDESTE,Coruripe,53369.0,463296.53125,8681.0
ALAGOAS,AL,NORDESTE,Novo Lino,12449.0,47015.875,3776.67993164
ALAGOAS,AL,NORDESTE,Água Branca,19989.0,59232.4921875,2963.25
ALAGOAS,AL,NORDESTE,Palmeira dos Índios,72564.0,358377.4375,4938.77978516
ALAGOAS,AL,NORDESTE,Batalha,16919.0,66246.3359375,3915.5
ALAGOAS,AL,NORDESTE,Ibateguara,15863.0,56599.32421875,3568.01000977
ALAGOAS,AL,NORDESTE,União dos Palmares,62727.0,400757.65625,6388.91992188
AMAZONAS,AM,NORTE,Envira,17614.0,69843.03125,3965.19995117
AMAZONAS,AM,NORTE,Nova Olinda do Norte,31012.0,108783.34375,3507.7800293
AMAZONAS,AM,NORTE,Manaus,1738641.0,40486108.0,23286.06054688
AMAZONAS,AM,NORTE,Rio Preto da Eva,26847.0,216235.546875,8054.37011719
AMAZONAS,AM,NORTE,Coari,66991.0,1103350.125,16470.11914062
AMAZONAS,AM,NORTE,Apuí,18597.0,146993.34375,7904.14013672
AMAZONAS,AM,NORTE,Urucará,15780.0,69487.6171875,4403.52001953
AMAZONAS,AM,NORTE,Autazes,31774.0,136269.859375,4288.72021484
AMAZONAS,AM,NORTE,Anamã,8673.0,41735.99609375,4812.18017578
AMAZONAS,AM,NORTE,Novo Airão,15915.0,61709.34765625,3877.42993164
AMAZONAS,AM,NORTE,Itamarati,8281.0,36895.9296875,4455.49023438
AMAZONAS,AM,NORTE,Benjamin Constant,31195.0,116750.1015625,3742.59008789
BAHIA,BA,NORDESTE,Tremedal,18433.0,57883.9921875,3140.23999023
BAHIA,BA,NORDESTE,Maetinga,7884.0,23558.44726562,2988.12988281
BAHIA,BA,NORDESTE,Ibirapuã,7893.0,74997.40625,9501.75976562
BAHIA,BA,NORDESTE,Governador Mangabeira,20668.0,92903.8203125,4495.06005859
BAHIA,BA,NORDESTE,Ibititá,19410.0,62366.88671875,3213.12988281
BAHIA,BA,NORDESTE,Sátiro Dias,18919.0,75908.4609375,4012.29003906
BAHIA,BA,NORDESTE,Irajuba,7666.0,29224.98828125,3812.29003906
BAHIA,BA,NORDESTE,Itaquara,7743.0,33105.69921875,4275.56982422
BAHIA,BA,NORDESTE,Cansanção,34093.0,112228.7734375,3291.84008789
BAHIA,BA,NORDESTE,Itaparica,20796.0,102586.6484375,4933.0
BAHIA,BA,NORDESTE,Nova Redenção,9318.0,28909.56835938,3102.55004883
BAHIA,BA,NORDESTE,Ibicuí,16464.0,69475.15625,4219.81982422
BAHIA,BA,NORDESTE,Santa Rita de Cássia,27528.0,91663.0,3329.81005859
BAHIA,BA,NORDESTE,Nordestina,12670.0,35456.31640625,2798.44995117
BAHIA,BA,NORDESTE,Coronel João Sá,18408.0,76828.921875,4173.66992188
BAHIA,BA,NORDESTE,Pedro Alexandre,17698.0,58842.01171875,3324.7800293
BAHIA,BA,NORDESTE,Prado,26016.0,285453.96875,10972.25
BAHIA,BA,NORDESTE,Iaçu,28602.0,109799.9453125,3838.88989258
BAHIA,BA,NORDESTE,Araci,54713.0,172730.890625,3157.04003906
BAHIA,BA,NORDESTE,Coribe,14895.0,63455.30859375,4260.18017578
BAHIA,BA,NORDESTE,Araças,12209.0,97321.03125,7971.25
BAHIA,BA,NORDESTE,Conceição do Almeida,17974.0,69316.4296875,3856.47998047
BAHIA,BA,NORDESTE,Baianópolis,14195.0,60239.99609375,4243.75
BAHIA,BA,NORDESTE,Cruz das Almas,57098.0,387271.40625,6782.56982422
BAHIA,BA,NORDESTE,Feira de Santana,591707.0,6358135.5,10745.41015625
BAHIA,BA,NORDESTE,Jaborandi,8895.0,161163.734375,18118.4609375
BAHIA,BA,NORDESTE,Santaluz,35416.0,129238.140625,3649.14990234
BAHIA,BA,NORDESTE,Alagoinhas,137810.0,1298216.375,9420.33984375
BAHIA,BA,NORDESTE,Itiruçu,16827.0,68143.1640625,4049.62988281
BAHIA,BA,NORDESTE,Mulungu do Morro,13879.0,39825.95703125,2869.51000977
BAHIA,BA,NORDESTE,Cabaceiras do Paraguaçu,18569.0,58247.78515625,3136.83007812
BAHIA,BA,NORDESTE,Tanque Novo,16466.0,70092.859375,4256.81982422
BAHIA,BA,NORDESTE,Planaltino,8880.0,31850.30078125,3586.75
BAHIA,BA,NORDESTE,Serrinha,73859.0,393287.0625,5324.83984375
BAHIA,BA,NORDESTE,Ipiaú,43723.0,271794.59375,6216.27978516
BAHIA,BA,NORDESTE,Conceição do Jacuípe,28769.0,404286.28125,14052.83984375
BAHIA,BA,NORDESTE,Ibirapitanga,24223.0,94739.7421875,3911.14990234
BAHIA,BA,NORDESTE,Itapetinga,66665.0,658192.25,9873.12988281
BAHIA,BA,NORDESTE,Umburanas,17096.0,48177.484375,2818.06005859
BAHIA,BA,NORDESTE,Brejões,12446.0,92945.0078125,7467.85986328
BAHIA,BA,NORDESTE,Coaraci,22274.0,88990.53125,3995.26000977
BAHIA,BA,NORDESTE,Marcionílio Souza,11061.0,41508.33203125,3752.66992188
BAHIA,BA,NORDESTE,Queimadas,28729.0,95227.765625,3314.68994141
BAHIA,BA,NORDESTE,Itabela,26704.0,201399.09375,7541.91015625
BAHIA,BA,NORDESTE,Salvador,2998056.0,32824228.0,10948.5
BAHIA,BA,NORDESTE,Jussiape,8043.0,28544.64453125,3549.0
BAHIA,BA,NORDESTE,Lençóis,10112.0,52895.79296875,5230.99023438
BAHIA,BA,NORDESTE,Aramari,9911.0,36618.66796875,3694.75
BAHIA,BA,NORDESTE,Ilhéus,219266.0,1925639.875,8782.20996094
BAHIA,BA,NORDESTE,Antônio Gonçalves,11240.0,33189.3984375,2952.79003906
BAHIA,BA,NORDESTE,Abaíra,8821.0,29147.60742188,3304.34008789
BAHIA,BA,NORDESTE,Souto Soares,19407.0,53800.0703125,2772.19995117
BAHIA,BA,NORDESTE,Barro Alto,14172.0,41433.265625,2923.60009766
BAHIA,BA,NORDESTE,Ibipitanga,14408.0,43890.1875,3046.23999023
BAHIA,BA,NORDESTE,Canudos,15366.0,53531.296875,3483.75
BAHIA,BA,NORDESTE,João Dourado,21990.0,97669.578125,4441.54980469
BAHIA,BA,NORDESTE,Cristópolis,14279.0,47487.671875,3325.69995117
BAHIA,BA,NORDESTE,Ribeira do Pombal,49263.0,244964.375,4972.58007812
BAHIA,BA,NORDESTE,Retirolândia,11798.0,54673.390625,4634.12011719
BAHIA,BA,NORDESTE,Caldeirão Grande,13922.0,43519.43359375,3125.94995117
BAHIA,BA,NORDESTE,Santana,27259.0,116221.203125,4263.58984375
BAHIA,BA,NORDESTE,Santo Amaro,58387.0,307409.65625,5265.04003906
BAHIA,BA,NORDESTE,Irará,25811.0,126903.78125,4916.64990234
BAHIA,BA,NORDESTE,Ibirataia,24544.0,104637.359375,4263.25976562
BAHIA,BA,NORDESTE,Xique-Xique,47470.0,183536.203125,3866.36010742
BAHIA,BA,NORDESTE,Rio de Contas,13816.0,55162.2109375,3992.62988281
BAHIA,BA,NORDESTE,Camacan,31113.0,147744.5625,4748.64013672
BAHIA,BA,NORDESTE,Nova Soure,26874.0,79305.59375,2951.02001953
BAHIA,BA,NORDESTE,Canápolis,11136.0,32292.515625,2899.83007812
BAHIA,BA,NORDESTE,Saubara,11632.0,58806.34765625,5055.56982422
BAHIA,BA,NORDESTE,Contendas do Sincorá,3886.0,18747.91796875,4824.47998047
BAHIA,BA,NORDESTE,Morpará,8871.0,34771.55859375,3919.68994141
BAHIA,BA,NORDESTE,Pau Brasil,12342.0,41465.12109375,3359.67993164
BAHIA,BA,NORDESTE,São Desidério,27513.0,981035.875,35657.1796875
BAHIA,BA,NORDESTE,Aurelino Leal,14280.0,57520.3515625,4028.04003906
BAHIA,BA,NORDESTE,Conde,23166.0,88530.46875,3821.57006836
BAHIA,BA,NORDESTE,Belmonte,22553.0,136881.390625,6069.31982422
BAHIA,BA,NORDESTE,Pojuca,32225.0,688526.25,21366.2109375
BAHIA,BA,NORDESTE,Banzaê,11157.0,36750.9375,3293.97998047
BAHIA,BA,NORDESTE,Ituberá,24169.0,132642.828125,5488.14013672
BAHIA,BA,NORDESTE,Eunápolis,99553.0,1228962.0,12344.79980469
BAHIA,BA,NORDESTE,Manoel Vitorino,14138.0,49992.703125,3536.05004883
BAHIA,BA,NORDESTE,Santo Estêvão,46855.0,264766.96875,5650.77001953
BAHIA,BA,NORDESTE,Novo Horizonte,11092.0,37422.05078125,3373.79003906
BAHIA,BA,NORDESTE,Dom Macedo Costa,3951.0,16689.80078125,4224.20019531
BAHIA,BA,NORDESTE,Ponto Novo,14734.0,59006.53125,4004.79003906
BAHIA,BA,NORDESTE,Botuporã,11048.0,37949.63671875,3434.97998047
BAHIA,BA,NORDESTE,Santa Maria da Vitória,41758.0,183714.421875,4399.5
BAHIA,BA,NORDESTE,Paripiranga,29727.0,130894.5703125,4403.22021484
BAHIA,BA,NORDESTE,Capela do Alto Alegre,12824.0,39229.1484375,3059.04003906
BAHIA,BA,NORDESTE,Jandaíra,10018.0,47592.953125,4750.74023438
BAHIA,BA,NORDESTE,Piatã,18470.0,61809.6015625,3346.48999023
BAHIA,BA,NORDESTE,Aratuípe,8822.0,31970.6171875,3623.95996094
BAHIA,BA,NORDESTE,Antônio Cardoso,12589.0,52209.5390625,4147.22998047
BAHIA,BA,NORDESTE,Coração de Maria,23774.0,98000.1328125,4122.16015625
BAHIA,BA,NORDESTE,Itajuípe,20490.0,114653.1328125,5595.56982422
BAHIA,BA,NORDESTE,Serra Dourada,17858.0,73857.125,4135.79980469
BAHIA,BA,NORDESTE,Conceição da Feira,20117.0,91810.5546875,4563.83007812
BAHIA,BA,NORDESTE,Rio do Pires,11612.0,36504.28125,3143.66992188
BAHIA,BA,NORDESTE,Antas,17583.0,54676.39453125,3109.62011719
BAHIA,BA,NORDESTE,Buerarema,20830.0,100712.015625,4834.95019531
BAHIA,BA,NORDESTE,Boquira,22521.0,67164.5625,2982.31005859
BAHIA,BA,NORDESTE,Palmas de Monte Alto,22061.0,77169.4921875,3498.01000977
BAHIA,BA,NORDESTE,Santa Brígida,15652.0,52940.23828125,3382.33007812
BAHIA,BA,NORDESTE,Itapebi,12003.0,170321.296875,14189.88964844
BAHIA,BA,NORDESTE,Rafael Jambeiro,24004.0,96287.0234375,4011.29003906
BAHIA,BA,NORDESTE,Boninal,13857.0,40729.69921875,2939.29003906
BAHIA,BA,NORDESTE,Malhada,16739.0,65119.53125,3890.29003906
BAHIA,BA,NORDESTE,Nova Canaã,20311.0,66926.8984375,3295.11010742
BAHIA,BA,NORDESTE,Utinga,20448.0,83166.9765625,4067.23999023
BAHIA,BA,NORDESTE,Uibaí,14203.0,45636.62109375,3213.16992188
BAHIA,BA,NORDESTE,Potiraguá,9656.0,42641.50390625,4416.06005859
BAHIA,BA,NORDESTE,Encruzilhada,20720.0,109143.96875,5267.56982422
BAHIA,BA,NORDESTE,Tapiramutá,17879.0,73053.015625,4085.9699707
BAHIA,BA,NORDESTE,Vereda,7346.0,48446.7578125,6594.97998047
BAHIA,BA,NORDESTE,Barro Preto,6417.0,27834.43945312,4337.60986328
ESPIRITO SANTO,ES,SUDESTE,Vitória,320156.0,19782628.0,61790.58984375
ESPIRITO SANTO,ES,SUDESTE,Serra,404688.0,11531826.0,28495.59960938
ESPIRITO SANTO,ES,SUDESTE,Pancas,18497.0,123706.6484375,6687.93017578
ESPIRITO SANTO,ES,SUDESTE,Alto Rio Novo,6172.0,47128.93359375,7635.93017578
ESPIRITO SANTO,ES,SUDESTE,Vargem Alta,18637.0,174520.09375,9364.16992188
ESPIRITO SANTO,ES,SUDESTE,João Neiva,14621.0,162151.4375,11090.30957031
ESPIRITO SANTO,ES,SUDESTE,Guarapari,104534.0,924333.0625,8842.41992188
ESPIRITO SANTO,ES,SUDESTE,Ibitirama,9238.0,62844.390625,6802.81005859
ESPIRITO SANTO,ES,SUDESTE,Atilio Vivacqua,9361.0,98105.6171875,10480.25
ESPIRITO SANTO,ES,SUDESTE,Divino de São Lourenço,5011.0,34397.96875,6864.49023438
ESPIRITO SANTO,ES,SUDESTE,Linhares,132664.0,2314608.25,17447.15039062
ESPIRITO SANTO,ES,SUDESTE,São Domingos do Norte,8205.0,88457.796875,10780.95996094
ESPIRITO SANTO,ES,SUDESTE,Águia Branca,9503.0,94435.375,9937.4296875
ESPIRITO SANTO,ES,SUDESTE,Marilândia,10676.0,102197.3515625,9572.62988281
ESPIRITO SANTO,ES,SUDESTE,Jaguaré,23472.0,330817.40625,14094.12988281
ESPIRITO SANTO,ES,SUDESTE,Água Doce do Norte,12091.0,90734.359375,7504.29003906
ESPIRITO SANTO,ES,SUDESTE,Pinheiros,23874.0,390701.78125,16365.16015625
ESPIRITO SANTO,ES,SUDESTE,Venda Nova do Imigrante,20028.0,232603.6875,11613.91992188
ESPIRITO SANTO,ES,SUDESTE,Itarana,10667.0,87713.796875,8222.91015625
ESPIRITO SANTO,ES,SUDESTE,Colatina,111365.0,1724502.25,15485.13964844
ESPIRITO SANTO,ES,SUDESTE,São Mateus,101613.0,956261.75,9410.8203125
ESPIRITO SANTO,ES,SUDESTE,Aracruz,78658.0,1975875.25,25119.8203125
ESPIRITO SANTO,ES,SUDESTE,Laranja da Terra,11136.0,69701.8984375,6259.14990234
MATO GROSSO,MT,CENTRO-OESTE,Novo Horizonte do Norte,3970.0,32778.5078125,8256.54980469
MATO GROSSO,MT,CENTRO-OESTE,Nova Santa Helena,3473.0,49004.0,14109.99023438
MATO GROSSO,MT,CENTRO-OESTE,Nova Guarita,4907.0,45700.81640625,9313.38964844
MATO GROSSO,MT,CENTRO-OESTE,Tapurah,11517.0,321427.21875,27908.93945312
MATO GROSSO,MT,CENTRO-OESTE,Sapezal,15735.0,1418892.125,90174.2734375
MATO GROSSO,MT,CENTRO-OESTE,Planalto da Serra,2797.0,33849.7578125,12102.16992188
MATO GROSSO,MT,CENTRO-OESTE,Gaúcha do Norte,6195.0,132122.640625,21327.30078125
MATO GROSSO,MT,CENTRO-OESTE,São Pedro da Cipa,4241.0,27307.92578125,6439.02978516
MATO GROSSO,MT,CENTRO-OESTE,Cocalinho,6103.0,93218.71875,15274.24023438
MATO GROSSO,MT,CENTRO-OESTE,Pontes e Lacerda,39228.0,523958.28125,13356.74023438
MATO GROSSO,MT,CENTRO-OESTE,General Carneiro,5028.0,98700.0546875,19630.08007812
MATO GROSSO,MT,CENTRO-OESTE,Santa Carmem,4573.0,182842.890625,39983.140625
MATO GROSSO,MT,CENTRO-OESTE,Mirassol D'Oeste,25605.0,301727.3125,11783.91992188
MATO GROSSO,MT,CENTRO-OESTE,Canabrava do Norte,5563.0,61282.00390625,11016.0
MATO GROSSO,MT,CENTRO-OESTE,Araputanga,16090.0,230694.578125,14337.75976562
MATO GROSSO,MT,CENTRO-OESTE,Campo Novo do Parecis,23784.0,1389985.25,58442.03125
MATO GROSSO,MT,CENTRO-OESTE,Nova Monte Verde,8602.0,168346.625,19570.640625
MATO GROSSO,MT,CENTRO-OESTE,Cotriguaçu,14965.0,135221.484375,9035.84960938
MATO GROSSO,MT,CENTRO-OESTE,Paranaíta,12113.0,139865.96875,11546.76953125
MATO GROSSO,MT,CENTRO-OESTE,Ipiranga do Norte,4641.0,343376.0,73987.5078125
MATO GROSSO,MT,CENTRO-OESTE,Lucas do Rio Verde,33556.0,1809788.125,53933.37109375
MATO GROSSO,MT,CENTRO-OESTE,Nova Olímpia,20944.0,231758.859375,11065.63964844
MATO GROSSO,MT,CENTRO-OESTE,Vera,9502.0,234282.15625,24656.08984375
MATO GROSSO,MT,CENTRO-OESTE,Nobres,15315.0,218158.0625,14244.73046875
MATO GROSSO,MT,CENTRO-OESTE,Campo Verde,28147.0,1152314.875,40939.171875
MATO GROSSO,MT,CENTRO-OESTE,Araguaiana,2996.0,51094.03125,17054.08007812
MATO GROSSO,MT,CENTRO-OESTE,Cuiabá,550562.0,9816819.0,17830.5390625
MATO GROSSO,MT,CENTRO-OESTE,Juara,33246.0,638522.3125,19205.99023438
MATO GROSSO,MT,CENTRO-OESTE,Tabaporã,10760.0,192724.125,17911.16015625
MATO GROSSO,MT,CENTRO-OESTE,Cláudia,11148.0,168539.03125,15118.3203125
MATO GROSSO,MT,CENTRO-OESTE,Querência,11570.0,509606.8125,44045.53125
MATO GROSSO,MT,CENTRO-OESTE,Torixoréu,4113.0,56733.08984375,13793.59960938
MATO GROSSO,MT,CENTRO-OESTE,São José do Xingu,4218.0,95578.59375,22659.69921875
MATO GROSSO,MT,CENTRO-OESTE,Ribeirão Cascalheira,9172.0,102114.3125,11133.26953125
MATO GROSSO,MT,CENTRO-OESTE,Pedra Preta,16461.0,370495.65625,22507.48046875
MATO GROSSO,MT,CENTRO-OESTE,Poconé,32162.0,283639.59375,8819.08984375
MATO GROSSO,MT,CENTRO-OESTE,Nova Mutum,26874.0,1200944.375,44687.9609375
MATO GROSSO,MT,CENTRO-OESTE,Nova Bandeirantes,14078.0,192547.828125,13677.20996094
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Corumbá,99467.0,2715506.75,27300.58007812
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Anastácio,23047.0,202939.390625,8805.45996094
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Sonora,13334.0,258011.5625,19349.90039062
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Alcinópolis,4515.0,92977.2265625,20592.9609375
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Angélica,7465.0,133023.96875,17819.68945312
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Camapuã,13532.0,231829.265625,17131.9296875
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Caracol,5320.0,74384.765625,13982.09960938
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Aparecida do Taboado,20623.0,349331.9375,16938.94921875
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Ponta Porã,75941.0,821485.875,10817.41992188
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Amambai,34986.0,355782.875,10169.29003906
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Sidrolândia,41261.0,568997.6875,13790.20996094
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Bela Vista,23726.0,224436.546875,9459.51953125
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Anaurilândia,8697.0,106112.8203125,12201.08007812
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Jardim,24174.0,217905.640625,9014.04980469
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Porto Murtinho,15527.0,227898.8125,14677.58007812
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Ivinhema,21067.0,215205.796875,10215.29980469
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Coxim,32933.0,407916.5,12386.25
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Figueirão,3443.0,53627.80859375,15575.90039062
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Ribas do Rio Pardo,20077.0,407836.15625,20313.59960938
MATO GROSSO DO SUL,MS,CENTRO-OESTE,Campo Grande,755107.0,11645484.0,15422.29980469
PERNAMBUCO,PE,NORDESTE,Cachoeirinha,18123.0,80433.8046875,4438.22021484
PERNAMBUCO,PE,NORDESTE,Fernando de Noronha,3108.0,26980.71484375,8681.04980469
PERNAMBUCO,PE,NORDESTE,Alagoinha,14913.0,57886.21484375,3881.59008789
PERNAMBUCO,PE,NORDESTE,Barra de Guabiraba,13623.0,46595.87109375,3420.37988281
PERNAMBUCO,PE,NORDESTE,Palmares,58819.0,387086.59375,6580.97998047
PERNAMBUCO,PE,NORDESTE,Cabrobó,30432.0,188859.3125,6205.95019531
PERNAMBUCO,PE,NORDESTE,Angelim,10385.0,41266.19140625,3973.62988281
PERNAMBUCO,PE,NORDESTE,Santa Maria do Cambucá,12942.0,48165.3125,3721.62988281
PERNAMBUCO,PE,NORDESTE,Lagoa do Ouro,12244.0,48624.8359375,3971.32006836
PERNAMBUCO,PE,NORDESTE,Joaquim Nabuco,16498.0,96163.34375,5828.79003906
PERNAMBUCO,PE,NORDESTE,Santa Cruz,14782.0,53805.15234375,3639.90991211
PERNAMBUCO,PE,NORDESTE,Petrolina,281851.0,2283346.25,8101.25
PERNAMBUCO,PE,NORDESTE,Bezerros,58354.0,285545.96875,4893.33984375
PERNAMBUCO,PE,NORDESTE,Limoeiro,57243.0,269157.125,4702.00976562
PERNAMBUCO,PE,NORDESTE,Goiana,74424.0,634199.5625,8521.44042969
PERNAMBUCO,PE,NORDESTE,Iguaraci,12397.0,45478.7890625,3668.5300293
PERNAMBUCO,PE,NORDESTE,Tacaratu,22231.0,70767.1484375,3183.26000977
PERNAMBUCO,PE,NORDESTE,Água Preta,30792.0,127078.7265625,4127.0
PERNAMBUCO,PE,NORDESTE,Venturosa,16706.0,79114.109375,4735.66992188
PERNAMBUCO,PE,NORDESTE,Lagoa do Itaenga,20618.0,163927.328125,7950.68994141
PERNAMBUCO,PE,NORDESTE,Cupira,22783.0,92327.234375,4052.45996094
PERNAMBUCO,PE,NORDESTE,Tuparetama,8678.0,36445.796875,4199.79003906
PERNAMBUCO,PE,NORDESTE,Camaragibe,143210.0,618538.0625,4319.10009766
PERNAMBUCO,PE,NORDESTE,Araripina,79877.0,342256.96875,4284.79980469
PERNAMBUCO,PE,NORDESTE,Águas Belas,39672.0,151340.671875,3814.80004883
PERNAMBUCO,PE,NORDESTE,Tamandaré,18999.0,112841.03125,5939.31005859
PERNAMBUCO,PE,NORDESTE,Santa Maria da Boa Vista,41745.0,234438.703125,5615.97021484
PERNAMBUCO,PE,NORDESTE,Paulista,319373.0,1839665.75,5760.24023438
PERNAMBUCO,PE,NORDESTE,Capoeiras,19936.0,82538.9375,4140.20019531
PERNAMBUCO,PE,NORDESTE,São José do Belmonte,34118.0,121956.0546875,3574.54003906
PERNAMBUCO,PE,NORDESTE,Belo Jardim,74028.0,698774.375,9439.33007812
PERNAMBUCO,PE,NORDESTE,Sairé,14194.0,61301.90234375,4318.85986328
PERNAMBUCO,PE,NORDESTE,Nazaré da Mata,30185.0,189960.03125,6293.18994141
PERNAMBUCO,PE,NORDESTE,Bom Jardim,40924.0,155675.359375,3804.01000977
PERNAMBUCO,PE,NORDESTE,Correntes,16686.0,69621.140625,4172.43017578
PERNAMBUCO,PE,NORDESTE,Granito,6955.0,31242.37304688,4492.06982422
PERNAMBUCO,PE,NORDESTE,Salgadinho,8214.0,26129.82421875,3181.12988281
PERNAMBUCO,PE,NORDESTE,Tacaimbó,12273.0,50004.21484375,4074.33007812
PERNAMBUCO,PE,NORDESTE,Jatobá,14452.0,54845.26953125,3795.0
PERNAMBUCO,PE,NORDESTE,Vertente do Lério,7464.0,36315.22265625,4865.37988281
PERNAMBUCO,PE,NORDESTE,Glória do Goitá,28289.0,100163.0703125,3540.70996094
PERNAMBUCO,PE,NORDESTE,Flores,23034.0,78994.1953125,3429.45996094
RIO DE JANEIRO,RJ,SUDESTE,Itaguaí,105633.0,3008327.25,28479.05078125
RIO DE JANEIRO,RJ,SUDESTE,Três Rios,76075.0,1304643.375,17149.43945312
RIO DE JANEIRO,RJ,SUDESTE,Varre-Sai,8852.0,88212.8359375,9965.29980469
RIO DE JANEIRO,RJ,SUDESTE,Cardoso Moreira,12481.0,203775.765625,16326.87988281
RIO DE JANEIRO,RJ,SUDESTE,Queimados,139378.0,1224457.75,8785.16015625
RIO DE JANEIRO,RJ,SUDESTE,São Sebastião do Alto,9052.0,83303.6875,9202.79003906
RIO DE JANEIRO,RJ,SUDESTE,Cantagalo,20540.0,622857.5,30324.11914062
RIO DE JANEIRO,RJ,SUDESTE,Nilópolis,159408.0,1503782.75,9433.54980469
RIO DE JANEIRO,RJ,SUDESTE,Petrópolis,315119.0,5831205.0,18504.76953125
RIO DE JANEIRO,RJ,SUDESTE,São Fidélis,39256.0,381657.59375,9722.26953125
RIO DE JANEIRO,RJ,SUDESTE,Areal,11982.0,196890.15625,16432.16015625
RIO DE JANEIRO,RJ,SUDESTE,Natividade,15406.0,187612.1875,12177.87011719
RIO DE JANEIRO,RJ,SUDESTE,São João de Meriti,469827.0,4000292.25,8514.38964844
RIO DE JANEIRO,RJ,SUDESTE,Comendador Levy Gasparian,8839.0,150088.640625,16980.26953125
RIO DE JANEIRO,RJ,SUDESTE,Sumidouro,15313.0,206854.375,13508.41992188
RIO DE JANEIRO,RJ,SUDESTE,Laje do Muriaé,7997.0,75228.75,9407.12011719
RIO DE JANEIRO,RJ,SUDESTE,Rio de Janeiro,6186710.0,175739344.0,28405.94921875
RIO DE JANEIRO,RJ,SUDESTE,Seropédica,78819.0,675776.875,8573.78027344
RIO DE JANEIRO,RJ,SUDESTE,Armação dos Búzios,28653.0,930198.0,32464.25
RIO GRANDE DO NORTE,RN,NORDESTE,Rafael Godeiro,3251.0,14798.20410156,4551.89013672
